date,dam,rtm
2022-01-28 20:00:00,47.49,104.05
2022-01-28 21:00:00,45.25,70.47
2022-01-28 22:00:00,40.62,50.51
2022-01-28 23:00:00,32.84,42.72
2022-01-29 00:00:00,41.74,183.59
2022-01-29 01:00:00,37.16,48.92
2022-01-29 02:00:00,34.84,42.26
2022-01-29 03:00:00,32.84,41.23
2022-01-29 04:00:00,35.78,44.26
2022-01-29 05:00:00,45.22,40.80
2022-01-29 06:00:00,58.98,47.87
2022-01-29 07:00:00,66.71,77.49
2022-01-29 08:00:00,55.99,39.47
2022-01-29 09:00:00,43.88,34.72
2022-01-29 10:00:00,36.8,34.76
2022-01-29 11:00:00,33.07,26.32
2022-01-29 12:00:00,32.05,23.40
2022-01-29 13:00:00,29.03,20.19
2022-01-29 14:00:00,27.27,17.13
2022-01-29 15:00:00,27.1,17.6
2022-01-29 16:00:00,30.67,23.02
2022-01-29 17:00:00,65.76,31.77
2022-01-29 18:00:00,72.4,40.41
2022-01-29 19:00:00,43.22,33.87
2022-01-29 20:00:00,33.83,29.60
2022-01-29 21:00:00,33.03,25.23
2022-01-29 22:00:00,31.27,22.38
2022-01-29 23:00:00,27.2,24.91
2022-01-30 00:00:00,27.56,21.73
2022-01-30 01:00:00,26.74,21.68
2022-01-30 02:00:00,28.19,23.41
2022-01-30 03:00:00,31.26,22.86
2022-01-30 04:00:00,33.67,27.31
2022-01-30 05:00:00,36.18,31.93
2022-01-30 06:00:00,50.43,36.45
2022-01-30 07:00:00,67.47,53.37
2022-01-30 08:00:00,63.66,39.54
2022-01-30 09:00:00,45,34.36
2022-01-30 10:00:00,40.72,32.76
2022-01-30 11:00:00,33.52,29.53
2022-01-30 12:00:00,33.61,27.91
2022-01-30 13:00:00,29.59,24.18
2022-01-30 14:00:00,27.3,22.86
2022-01-30 15:00:00,27.31,23.52
2022-01-30 16:00:00,29.56,24.85
2022-01-30 17:00:00,53.4,36.24
2022-01-30 18:00:00,56.5,36.89
2022-01-30 19:00:00,41.99,34.14
2022-01-30 20:00:00,38.87,32.30
2022-01-30 21:00:00,33.11,31.99
2022-01-30 22:00:00,32.17,30.25
2022-01-30 23:00:00,28.69,26.22
2022-01-31 00:00:00,26.46,16.39
2022-01-31 01:00:00,22,12.16
2022-01-31 02:00:00,22.95,20.11
2022-01-31 03:00:00,27.68,23.08
2022-01-31 04:00:00,31.19,26.38
2022-01-31 05:00:00,41.56,29.33
2022-01-31 06:00:00,56.86,43.65
2022-01-31 07:00:00,71.03,57.08
2022-01-31 08:00:00,59.54,129.89
2022-01-31 09:00:00,43.38,48.05
2022-01-31 10:00:00,39.56,43.05
2022-01-31 11:00:00,36.02,32.42
2022-01-31 12:00:00,34.09,30.55
2022-01-31 13:00:00,30.74,29.39
2022-01-31 14:00:00,29.15,24.45
2022-01-31 15:00:00,28.99,22.18
2022-01-31 16:00:00,30.29,23.42
2022-01-31 17:00:00,81.55,31.82
2022-01-31 18:00:00,72.02,35.07
2022-01-31 19:00:00,38.55,25.78
2022-01-31 20:00:00,36.38,20.12
2022-01-31 21:00:00,31.88,19.13
2022-01-31 22:00:00,27.95,18.35
2022-01-31 23:00:00,25.05,13.88
